county_state,alc_any_2008,alc_heavy_2008,alc_binge_2008
"Trousdale, TN",32.7,5.1,12.0
"Unicoi, TN",26.6,3.6,9.6
"Union, TN",25.3,3.7,9.1
"Van Buren, TN",29.3,4.7,10.9
"Warren, TN",27.1,3.4,9.4
"Washington, TN",37.0,4.3,11.7
"Wayne, TN",26.6,4.4,10.5
"Weakley, TN",29.7,3.8,10.5
"White, TN",27.4,3.8,9.7
"Williamson, TN",52.0,6.4,14.2
"Wilson, TN",40.2,4.9,12.2
"Anderson, TX",44.9,6.8,14.8
"Andrews, TX",43.0,5.5,14.4
"Angelina, TX",42.6,5.7,13.4
"Aransas, TX",56.2,8.7,19.3
"Archer, TX",44.4,6.4,15.1
"Armstrong, TX",43.9,3.7,11.8
"Atascosa, TX",48.0,7.7,19.5
"Austin, TX",55.8,7.3,18.7
"Bailey, TX",41.7,5.0,14.5
"Bandera, TX",55.1,8.6,19.6
"Bastrop, TX",53.2,8.2,17.7
"Baylor, TX",40.9,5.0,13.5
"Bee, TX",49.5,8.4,20.8
"Bell, TX",52.8,7.7,16.1
"Bexar, TX",57.1,8.0,19.7
"Blanco, TX",55.5,7.7,18.8
"Borden, TX",36.1,6.5,13.1
"Bosque, TX",51.6,7.0,17.8
"Bowie, TX",43.0,5.7,12.7
"Brazoria, TX",53.0,6.9,15.9
"Brazos, TX",53.5,7.6,16.8
"Brewster, TX",56.2,11.0,22.8
"Briscoe, TX",40.8,6.2,16.3
"Brooks, TX",44.1,7.0,20.6
"Brown, TX",43.1,5.9,14.3
"Burleson, TX",48.2,6.6,16.1
"Burnet, TX",52.6,7.2,16.4
"Caldwell, TX",50.8,6.9,17.3
"Calhoun, TX",48.4,6.6,17.6
"Callahan, TX",44.6,6.1,13.6
"Cameron, TX",46.3,6.9,17.9
"Camp, TX",44.0,6.0,15.4
"Carson, TX",44.9,5.0,14.1
"Cass, TX",38.7,5.4,12.8
"Castro, TX",45.6,7.9,19.3
"Chambers, TX",53.6,7.5,16.6
"Cherokee, TX",41.4,5.7,13.7
"Childress, TX",47.2,6.8,15.5
"Clay, TX",42.6,5.3,12.7
"Cochran, TX",32.8,4.4,13.1
"Coke, TX",39.4,4.9,13.6
"Coleman, TX",46.8,6.6,16.4
"Collin, TX",61.3,7.1,16.0
"Collingsworth, TX",30.9,2.8,10.6
"Colorado, TX",54.5,7.6,18.9
"Comal, TX",60.4,8.7,19.4
"Comanche, TX",42.4,5.3,13.8
"Concho, TX",41.5,6.4,16.1
"Cooke, TX",50.7,7.4,16.9
"Coryell, TX",49.6,7.2,15.1
"Cottle, TX",38.8,5.9,13.2
"Crane, TX",45.7,5.7,14.7
"Crockett, TX",49.4,6.7,19.1
"Crosby, TX",36.6,4.7,14.6
"Culberson, TX",38.1,6.4,17.0
"Dallam, TX",44.6,7.1,16.9
"Dallas, TX",53.8,6.8,16.7
"Dawson, TX",38.5,4.9,13.7
"Deaf Smith, TX",44.2,6.0,17.5
"Delta, TX",38.8,4.9,12.3
"Denton, TX",58.1,7.4,16.0
"DeWitt, TX",52.4,7.7,18.4
"Dickens, TX",35.4,4.8,13.5
"Dimmit, TX",45.2,7.9,22.8
"Donley, TX",41.6,5.6,13.2
"Duval, TX",42.9,6.9,19.7
"Eastland, TX",40.3,6.4,14.4
"Ector, TX",44.5,7.2,17.3
"Edwards, TX",42.7,5.0,16.3
"El Paso, TX",49.6,7.4,19.6
"Ellis, TX",50.6,6.3,15.1
"Erath, TX",47.0,5.8,14.7
"Falls, TX",44.6,6.1,14.8
"Fannin, TX",41.8,5.4,13.2
"Fayette, TX",58.7,7.2,20.0
"Fisher, TX",36.6,4.1,12.5
"Floyd, TX",42.4,3.6,13.4
"Foard, TX",34.3,3.7,11.4
"Fort Bend, TX",58.4,7.0,16.2
"Franklin, TX",47.8,6.3,15.2
"Freestone, TX",46.5,5.9,13.8
"Frio, TX",46.2,7.0,19.3
"Gaines, TX",35.8,4.8,12.6
"Galveston, TX",58.6,8.5,18.9
"Garza, TX",44.4,6.1,16.3
"Gillespie, TX",64.5,8.9,21.1
"Glasscock, TX",49.6,6.8,17.8
"Goliad, TX",55.9,8.7,20.1
"Gonzales, TX",45.7,6.0,16.5
"Gray, TX",41.2,6.2,14.3
"Grayson, TX",48.7,6.5,15.3
"Gregg, TX",48.2,6.3,14.8
"Grimes, TX",48.8,8.0,17.2
"Guadalupe, TX",56.2,7.8,17.7
"Hale, TX",38.7,5.5,15.2
"Hall, TX",37.6,4.6,13.9
"Hamilton, TX",48.1,6.4,15.3
"Hansford, TX",47.9,3.8,14.3
"Hardeman, TX",36.8,3.4,12.0
"Hardin, TX",45.6,6.7,14.5
"Harris, TX",55.3,7.2,16.5
"Harrison, TX",43.7,6.3,13.7
"Hartley, TX",45.3,6.3,14.4
"Haskell, TX",35.6,5.2,13.2
"Hays, TX",61.1,8.8,19.6
"Hemphill, TX",43.9,4.4,12.0
"Henderson, TX",48.2,7.0,15.7
"Hidalgo, TX",44.6,6.6,17.7
"Hill, TX",46.0,6.4,15.3
"Hockley, TX",39.1,5.1,13.5
"Hood, TX",57.5,6.8,16.1
"Hopkins, TX",44.3,6.0,14.0
"Houston, TX",42.0,5.8,13.2
"Howard, TX",44.2,6.4,15.6
"Hudspeth, TX",38.3,5.8,16.6
"Hunt, TX",45.8,6.2,14.2
"Hutchinson, TX",41.0,5.7,14.4
"Irion, TX",50.2,5.7,17.1
"Jack, TX",44.2,6.2,13.8
"Jackson, TX",50.2,6.9,17.5
"Jasper, TX",40.0,6.3,13.8
"Jeff Davis, TX",53.9,7.4,18.8
"Jefferson, TX",50.3,7.4,16.8
"Jim Hogg, TX",49.8,7.9,22.2
"Jim Wells, TX",46.6,8.2,20.9
"Johnson, TX",48.2,6.5,14.8
"Jones, TX",40.1,5.8,14.2
"Karnes, TX",46.9,6.9,17.5
"Kaufman, TX",48.1,6.6,14.8
"Kendall, TX",62.8,8.4,19.2
"Kenedy, TX",46.7,7.0,17.9
"Kent, TX",36.3,4.7,12.8
"Kerr, TX",56.7,7.0,17.2
"Kimble, TX",50.3,5.7,15.8
"King, TX",33.7,4.5,10.6
"Kinney, TX",49.8,7.0,20.7
"Kleberg, TX",51.1,8.2,20.6
"Knox, TX",38.4,4.9,14.5
"La Salle, TX",46.5,7.8,21.9
"Lamar, TX",45.6,5.9,13.7
"Lamb, TX",38.1,4.9,15.0
"Lampasas, TX",48.1,7.3,15.5
"Lavaca, TX",54.3,9.6,22.1
"Lee, TX",45.8,6.6,14.3
"Leon, TX",45.3,7.4,16.6
"Liberty, TX",42.9,6.9,15.2
"Limestone, TX",45.0,5.9,14.2
"Lipscomb, TX",48.5,6.5,16.8
"Live Oak, TX",45.5,6.5,17.1
"Llano, TX",55.7,7.8,18.0
"Loving, TX",59.4,16.4,30.6
"Lubbock, TX",50.8,6.7,16.9
"Lynn, TX",39.6,4.3,13.9
"Madison, TX",42.1,6.4,13.9
"Marion, TX",43.9,8.0,15.8
"Martin, TX",39.7,4.7,13.9
"Mason, TX",54.6,4.5,15.7
"Matagorda, TX",49.3,6.9,17.4
"Maverick, TX",42.4,6.1,18.3
"McCulloch, TX",47.4,6.5,16.1
"McLennan, TX",51.6,6.3,15.9
"McMullen, TX",40.9,7.2,16.8
"Medina, TX",51.5,7.7,19.1
"Menard, TX",48.1,5.9,17.0
"Midland, TX",51.5,7.0,16.8
"Milam, TX",50.2,6.6,16.4
"Mills, TX",41.9,7.0,15.7
"Mitchell, TX",40.3,5.4,14.1
"Montague, TX",45.7,6.5,14.6
"Montgomery, TX",56.5,7.7,17.0
"Moore, TX",42.8,5.7,15.1
"Morris, TX",41.6,5.5,13.3
"Motley, TX",35.1,4.8,12.4
"Nacogdoches, TX",46.2,6.6,14.7
"Navarro, TX",45.3,5.7,13.8
"Newton, TX",39.1,6.2,13.1
"Nolan, TX",44.8,6.1,15.6
"Nueces, TX",55.1,8.8,21.3
"Ochiltree, TX",42.3,4.9,13.9
"Oldham, TX",42.0,5.2,13.5
"Orange, TX",45.2,7.4,15.2
"Palo Pinto, TX",44.7,6.4,14.9
"Panola, TX",43.1,5.8,13.1
"Parker, TX",49.8,6.3,14.6
"Parmer, TX",38.5,3.9,12.8
"Pecos, TX",45.8,7.0,18.8
"Polk, TX",44.4,7.1,15.5
"Potter, TX",45.0,6.4,16.0
"Presidio, TX",46.4,5.9,19.5
"Rains, TX",44.3,7.2,15.5
"Randall, TX",50.3,6.6,14.8
"Reagan, TX",45.1,6.5,17.3
"Real, TX",45.3,7.5,17.4
"Red River, TX",42.7,5.7,14.0
"Reeves, TX",44.5,7.4,20.2
"Refugio, TX",48.3,6.6,18.4
"Roberts, TX",49.9,4.1,13.9
"Robertson, TX",46.4,7.3,15.9
"Rockwall, TX",52.8,5.6,13.5
"Runnels, TX",49.9,6.9,19.1
"Rusk, TX",41.8,5.9,13.0
"Sabine, TX",40.1,6.6,15.4
"San Augustine, TX",38.0,6.5,13.7
"San Jacinto, TX",44.0,7.2,14.6
"San Patricio, TX",51.9,7.7,19.6
"San Saba, TX",41.9,5.6,14.2
"Schleicher, TX",43.9,5.0,14.8
"Scurry, TX",43.0,6.5,15.1
"Shackelford, TX",47.2,5.3,14.8
"Shelby, TX",38.0,5.6,12.2
"Sherman, TX",39.2,4.0,12.9
"Smith, TX",47.9,5.7,13.6
"Somervell, TX",50.1,5.4,15.0
"Starr, TX",40.3,6.1,18.9
"Stephens, TX",46.6,6.2,15.2
"Sterling, TX",48.4,3.5,14.2
"Stonewall, TX",40.6,4.1,12.8
"Sutton, TX",50.8,5.6,17.8
"Swisher, TX",41.8,4.4,13.9
"Tarrant, TX",56.6,6.7,16.2
"Taylor, TX",48.8,6.2,15.2
"Terrell, TX",44.7,4.5,17.5
"Terry, TX",40.0,5.1,13.9
"Throckmorton, TX",39.3,3.5,11.4
"Titus, TX",42.1,6.1,15.2
"Tom Green, TX",51.5,7.4,17.6
"Travis, TX",64.8,9.5,20.3
"Trinity, TX",39.4,7.1,14.4
"Tyler, TX",38.4,6.3,13.0
"Upshur, TX",44.0,8.0,14.9
"Upton, TX",39.2,4.5,14.4
"Uvalde, TX",47.5,6.5,19.1
"Val Verde, TX",49.1,7.5,19.7
"Van Zandt, TX",43.9,5.9,13.5
"Victoria, TX",53.9,8.0,19.6
"Walker, TX",47.6,7.4,15.6
"Waller, TX",49.5,7.1,16.0
"Ward, TX",44.5,6.3,16.0
"Washington, TX",59.7,5.6,17.8
"Webb, TX",47.4,7.1,20.6
"Wharton, TX",51.9,7.1,18.6
"Wheeler, TX",41.6,4.7,13.4
"Wichita, TX",49.3,7.1,16.3
"Wilbarger, TX",38.8,5.3,13.1
"Willacy, TX",44.7,7.1,20.5
"Williamson, TX",61.4,8.5,17.1
"Wilson, TX",53.2,7.5,18.4
"Winkler, TX",41.2,5.5,14.6
"Wise, TX",48.2,7.0,15.6
"Wood, TX",44.4,5.7,13.7
"Yoakum, TX",42.4,4.9,15.0
"Young, TX",44.0,5.2,13.3
"Zapata, TX",40.9,6.1,16.4
"Zavala, TX",40.7,5.6,17.6
"Beaver, UT",24.7,4.7,10.0
"Box Elder, UT",20.8,3.7,8.1
"Cache, UT",20.4,3.2,7.1
"Carbon, UT",36.4,5.5,12.4
"Daggett, UT",32.5,7.2,13.6
"Davis, UT",24.7,3.4,8.1
"Duchesne, UT",26.6,4.3,10.0
"Emery, UT",21.7,3.9,8.2
"Garfield, UT",25.5,4.6,8.6
"Grand, UT",47.7,6.7,14.2
"Iron, UT",26.8,4.1,8.9
"Juab, UT",21.9,3.9,8.0
"Kane, UT",33.9,5.2,10.3
"Millard, UT",20.4,3.8,8.4
"Morgan, UT",22.2,3.8,8.1
"Piute, UT",26.0,4.4,9.0
"Rich, UT",20.2,3.5,7.3
"Salt Lake, UT",38.6,5.8,13.4
"San Juan, UT",25.4,4.6,10.8
"Sanpete, UT",19.6,3.5,8.3
"Sevier, UT",22.4,3.9,7.9
"Summit, UT",60.0,9.3,16.8
"Tooele, UT",30.6,4.9,10.9
"Uintah, UT",29.3,5.0,10.5
"Utah, UT",14.9,2.7,5.7
"Wasatch, UT",30.6,5.5,9.7
"Washington, UT",29.0,4.7,8.6
"Wayne, UT",26.3,4.7,9.2
"Weber, UT",34.2,5.2,11.7
"Addison, VT",68.3,10.4,18.3
"Bennington, VT",66.2,9.9,18.1
"Caledonia, VT",65.1,10.1,18.1
"Chittenden, VT",71.8,10.5,19.3
"Essex, VT",62.8,10.2,18.1
"Franklin, VT",65.6,10.1,19.1
"Grand Isle, VT",68.4,9.4,18.8
"Lamoille, VT",69.6,13.1,20.5
"Orange, VT",66.1,9.8,17.5
"Orleans, VT",64.5,10.8,18.9
"Rutland, VT",64.1,10.3,19.4
"Washington, VT",69.9,10.8,19.5
"Windham, VT",66.1,10.9,19.1
"Windsor, VT",69.5,11.5,19.2
"Accomack, VA",48.0,6.5,14.0
"Albemarle, VA",63.4,7.5,16.0
"Alexandr, VA",68.4,8.0,17.3
"Alleghany, VA",45.2,5.7,13.5
"Amelia, VA",44.8,5.8,13.5
"Amherst, VA",45.6,5.7,13.3
"Appomattox, VA",43.9,5.8,13.1
"Arlington, VA",70.0,7.6,18.4
"Augusta County, Waynesbo, VA",50.2,6.2,14.0
"Bath, VA",48.2,9.5,17.4
"Bedford County, Bedfo, VA",48.6,6.1,13.6
"Bland, VA",35.4,4.7,11.0
"Botetourt, VA",46.3,5.2,12.7
"Brist, VA",35.6,4.9,12.1
"Brunswick, VA",37.9,4.8,11.8
"Buchanan, VA",23.6,3.6,9.2
"Buckingham, VA",38.4,4.9,12.2
"Buena Vis, VA",36.0,4.7,12.4
"Campbell, VA",45.7,5.8,12.9
"Caroline, VA",47.3,5.5,13.3
"Carroll, VA",36.7,4.7,11.7
"Charles City, VA",40.5,4.7,11.5
"Charlotte, VA",40.6,5.1,12.3
"Charlottesvil, VA",63.5,10.8,18.3
"Chesapea, VA",55.8,6.6,16.0
"Chesterfield, VA",60.1,6.7,15.8
"Clarke, VA",55.4,6.8,14.7
"Colonial Heigh, VA",47.6,5.6,13.3
"Covingt, VA",45.5,7.9,14.8
"Craig, VA",37.0,4.7,11.3
"Culpeper, VA",52.9,5.9,13.6
"Cumberland, VA",40.8,5.1,12.1
"Danvil, VA",43.2,4.6,12.5
"Dickenson, VA",25.4,3.8,10.0
"Dinwiddie, VA",46.6,6.1,14.2
"Empor, VA",43.9,5.4,13.6
"Essex, VA",47.4,5.4,12.9
"Fairfax County, Fairf, VA",67.2,6.9,15.9
"Falls Chur, VA",77.4,12.1,21.6
"Fauquier, VA",58.0,6.7,14.6
"Floyd, VA",41.2,5.2,12.1
"Fluvanna, VA",56.1,6.5,15.0
"Franklin, VA",42.8,5.0,11.9
"Frederick, VA",52.2,5.8,14.1
"Fredericksbu, VA",55.5,9.0,16.2
"Gal, VA",42.2,6.4,13.9
"Giles, VA",38.8,5.1,11.9
"Gloucester, VA",54.1,7.0,15.5
"Goochland, VA",55.4,7.4,15.4
"Grayson, VA",33.8,4.5,10.8
"Greene, VA",52.9,6.3,14.5
"Greensville, VA",35.4,4.3,11.1
"Halifax, VA",38.8,4.3,10.7
"Hampt, VA",52.2,6.3,15.0
"Hanover, VA",58.9,6.6,15.5
"Harrisonbu, VA",48.9,6.4,13.3
"Henrico, VA",61.2,7.1,16.8
"Henry, VA",35.7,4.2,10.9
"Highland, VA",54.5,11.7,19.8
"Hopewe, VA",45.4,5.8,14.6
"Isle of Wight, VA",53.4,6.8,15.2
"James City, VA",66.1,7.5,16.8
"King and Queen, VA",41.8,4.8,11.9
"King George, VA",52.3,5.5,13.1
"King William, VA",51.7,6.2,14.5
"Lancaster, VA",53.2,6.9,14.5
"Lee, VA",23.8,3.5,8.6
"Lexingt, VA",54.9,7.7,16.5
"Loudoun, VA",64.4,6.2,15.2
"Louisa, VA",49.2,5.5,13.1
"Lunenburg, VA",43.4,5.7,13.7
"Lynchbu, VA",49.0,6.0,12.9
"Madison, VA",52.2,6.7,13.8
"Manass, VA",59.7,7.1,15.3
"Martinsvil, VA",41.2,4.7,11.5
"Mathews, VA",55.5,8.8,16.9
"Mecklenburg, VA",44.8,5.5,12.7
"Middlesex, VA",56.4,8.4,16.5
"Montgomery, VA",51.1,5.8,13.9
"Nelson, VA",46.3,6.4,13.5
"New Kent, VA",53.0,6.3,14.5
"Newport Ne, VA",53.7,6.3,15.3
"Norfo, VA",52.7,7.5,16.1
"Northampton, VA",50.0,7.7,16.2
"Northumberland, VA",52.6,6.3,13.7
"Nort, VA",36.3,5.5,12.8
"Nottoway, VA",43.7,6.1,13.8
"Orange, VA",54.3,6.5,14.4
"Page, VA",47.0,6.1,14.1
"Patrick, VA",36.6,4.8,11.3
"Petersbu, VA",44.7,5.1,12.6
"Pittsylvania, VA",38.3,4.5,11.7
"Poquos, VA",66.8,9.9,19.0
"Portsmou, VA",48.4,6.3,15.0
"Powhatan, VA",51.9,6.4,14.8
"Prince Edward, VA",45.6,5.8,13.6
"Prince George, VA",46.3,5.2,12.6
"Prince William County, Manassas Pa, VA",57.1,5.0,13.2
"Pulaski, VA",41.1,5.0,12.3
"Radfo, VA",50.3,6.4,14.3
"Rappahannock, VA",53.4,6.2,13.6
"Richmo, VA",57.2,8.9,17.3
"Richmond, VA",41.1,5.1,11.7
"Roano, VA",48.0,5.9,13.7
"Roanoke, VA",53.9,5.7,13.7
"Rockbridge, VA",47.9,6.0,13.6
"Rockingham, VA",48.6,5.9,13.4
"Russell, VA",26.5,3.4,9.2
"Sal, VA",51.1,6.4,14.0
"Scott, VA",30.4,4.1,10.5
"Shenandoah, VA",51.9,7.4,15.5
"Smyth, VA",33.9,4.5,11.3
"Southampton County, Frankl, VA",44.1,5.6,13.5
"Spotsylvania, VA",56.3,5.9,13.9
"Stafford, VA",59.3,5.9,14.3
"Staunt, VA",55.1,8.6,16.4
"Suffo, VA",52.9,6.0,14.7
"Surry, VA",41.1,4.9,12.1
"Sussex, VA",40.7,5.6,12.6
"Tazewell, VA",32.4,4.5,10.8
"Virginia Bea, VA",63.2,8.7,18.6
"Warren, VA",52.5,6.1,14.4
"Washington, VA",36.9,4.5,11.4
"Westmoreland, VA",50.2,6.4,14.4
"Williamsbu, VA",63.5,10.0,18.2
"Winchest, VA",58.5,7.2,16.4
"Wise, VA",28.7,4.0,10.4
"Wythe, VA",38.3,5.1,11.9
"York, VA",64.9,8.2,17.3
"Adams, WA",40.1,5.0,13.4
"Asotin, WA",54.7,8.2,17.0
"Benton, WA",54.5,7.1,15.7
"Chelan, WA",54.7,6.8,15.3
"Clallam, WA",58.7,8.5,16.2
"Clark, WA",59.0,7.6,16.2
"Columbia, WA",54.1,8.0,16.0
"Cowlitz, WA",54.7,7.0,16.1
"Douglas, WA",57.5,7.7,16.3
"Ferry, WA",53.4,9.8,16.9
"Franklin, WA",44.0,5.5,13.7
"Garfield, WA",57.5,10.2,18.3
"Grant, WA",47.7,6.5,14.8
"Grays Harbor, WA",55.5,8.7,17.5
"Island, WA",64.4,10.1,17.3
"Jefferson, WA",66.5,10.6,17.5
"King, WA",64.8,9.5,17.9
"Kitsap, WA",59.8,7.8,16.1
"Kittitas, WA",63.5,9.7,19.1
"Klickitat, WA",54.5,8.3,16.4
"Lewis, WA",52.7,7.6,15.4
"Lincoln, WA",59.2,10.3,18.4
"Mason, WA",58.4,10.0,17.7
"Okanogan, WA",54.0,7.7,15.8
"Pacific, WA",57.9,9.5,17.8
"Pend Oreille, WA",58.3,10.6,18.7
"Pierce, WA",57.4,7.4,15.6
"San Juan, WA",72.3,13.4,19.7
"Skagit, WA",59.6,8.4,16.9
"Skamania, WA",59.8,10.8,18.1
"Snohomish, WA",59.5,8.4,17.0
"Spokane, WA",60.0,8.4,17.4
"Stevens, WA",56.9,9.5,18.1
"Thurston, WA",60.4,7.8,16.5
"Wahkiakum, WA",57.8,10.6,19.7
"Walla Walla, WA",51.8,6.6,15.3
"Whatcom, WA",62.7,8.8,17.1
"Whitman, WA",61.5,8.6,17.9
"Yakima, WA",49.0,5.8,15.2
"Barbour, WV",31.6,4.4,10.4
"Berkeley, WV",43.9,5.5,12.9
"Boone, WV",24.3,3.9,9.5
"Braxton, WV",27.8,4.6,10.1
"Brooke, WV",40.8,5.0,13.4
"Cabell, WV",36.9,5.3,11.9
"Calhoun, WV",26.3,4.2,9.9
"Clay, WV",25.3,4.0,9.4
"Doddridge, WV",29.0,4.2,10.1
"Fayette, WV",30.8,5.2,11.3
"Gilmer, WV",33.9,5.6,12.1
"Grant, WV",36.8,4.8,11.2
"Greenbrier, WV",36.3,5.9,12.3
"Hampshire, WV",36.5,5.1,12.1
"Hancock, WV",39.5,5.7,14.9
"Hardy, WV",38.2,5.0,11.9
"Harrison, WV",39.4,5.5,12.0
"Jackson, WV",31.2,4.3,10.2
"Jefferson, WV",49.1,6.4,13.9
"Kanawha, WV",36.4,4.7,11.4
"Lewis, WV",35.0,5.5,11.5
"Lincoln, WV",22.6,3.5,8.7
"Logan, WV",22.8,3.6,9.0
"Marion, WV",40.0,5.0,12.0
"Marshall, WV",40.9,5.1,14.0
"Mason, WV",30.2,4.5,10.4
"McDowell, WV",19.3,3.2,8.3
"Mercer, WV",29.0,4.0,9.5
"Mineral, WV",40.4,5.9,13.1
"Mingo, WV",22.7,3.8,9.2
"Monongalia, WV",46.8,5.9,14.0
"Monroe, WV",33.3,5.2,11.3
"Morgan, WV",41.6,5.3,12.6
"Nicholas, WV",29.5,4.8,10.5
"Ohio, WV",49.4,6.5,16.4
"Pendleton, WV",39.1,5.8,12.4
"Pleasants, WV",35.7,4.7,11.4
"Pocahontas, WV",33.6,4.8,11.6
"Preston, WV",36.4,5.1,11.8
"Putnam, WV",37.2,4.5,10.8
"Raleigh, WV",28.5,4.0,9.7
"Randolph, WV",36.2,4.9,11.5
"Ritchie, WV",30.8,4.3,10.3
"Roane, WV",28.7,4.4,10.4
"Summers, WV",28.4,4.2,10.1
"Taylor, WV",38.0,5.2,11.7
"Tucker, WV",37.0,5.2,11.7
"Tyler, WV",30.6,4.1,10.0
"Upshur, WV",31.3,4.8,10.6
"Wayne, WV",27.9,4.2,10.2
"Webster, WV",24.5,3.5,8.6
"Wetzel, WV",34.7,4.2,11.0
"Wirt, WV",29.7,4.3,9.7
"Wood, WV",37.5,5.0,12.0
"Wyoming, WV",23.5,4.2,9.5
"Adams, WI",62.3,13.0,24.4
"Ashland, WI",67.5,15.1,30.5
"Barron, WI",65.8,10.8,26.3
"Bayfield, WI",70.5,14.5,30.1
"Brown, WI",73.3,12.5,28.0
"Buffalo, WI",67.8,11.5,27.6
"Burnett, WI",66.2,14.5,28.3
"Calumet, WI",73.6,11.9,26.1
"Chippewa, WI",71.2,13.1,28.2
"Clark, WI",63.8,10.6,25.1
"Columbia, WI",68.7,10.7,25.2
"Crawford, WI",66.8,13.6,28.5
"Dane, WI",73.1,10.4,24.2
"Dodge, WI",67.3,10.2,24.3
"Door, WI",71.2,13.6,27.2
"Douglas, WI",71.5,14.7,30.3
"Dunn, WI",66.5,10.9,25.3
"Eau Claire, WI",69.8,10.4,24.5
"Florence, WI",68.8,11.2,26.4
"Fond du Lac, WI",71.6,11.6,25.8
"Forest, WI",65.6,11.3,27.9
"Grant, WI",69.7,13.9,29.5
"Green, WI",67.7,11.2,25.1
"Green Lake, WI",68.1,10.8,25.4
"Iowa, WI",69.4,12.1,26.2
"Iron, WI",72.3,13.2,30.7
"Jackson, WI",63.1,10.5,25.2
"Jefferson, WI",68.4,10.1,23.5
"Juneau, WI",64.9,12.1,26.4
"Kenosha, WI",66.3,11.1,23.3
"Kewaunee, WI",72.3,14.4,29.2
"La Crosse, WI",72.1,12.5,27.4
"Lafayette, WI",66.4,13.3,27.6
"Langlade, WI",67.8,13.6,28.6
"Lincoln, WI",68.2,12.0,26.8
"Manitowoc, WI",71.6,13.8,28.8
"Marathon, WI",71.5,12.7,26.8
"Marinette, WI",69.1,15.4,29.8
"Marquette, WI",64.0,10.6,24.1
"Menominee, WI",54.4,13.1,31.1
"Milwaukee, WI",64.5,9.8,22.4
"Monroe, WI",65.4,11.5,26.1
"Oconto, WI",68.8,12.7,27.5
"Oneida, WI",72.5,14.4,28.9
"Outagamie, WI",72.7,12.1,27.6
"Ozaukee, WI",75.8,11.7,25.5
"Pepin, WI",71.7,13.4,31.0
"Pierce, WI",70.7,11.8,27.6
"Polk, WI",66.7,11.2,25.9
"Portage, WI",75.2,14.4,29.6
"Price, WI",67.4,12.8,26.9
"Racine, WI",67.4,10.7,23.7
"Richland, WI",62.7,11.1,24.4
"Rock, WI",64.8,10.3,22.9
"Rusk, WI",62.9,10.8,23.8
"Sauk, WI",67.2,11.0,25.2
"Sawyer, WI",66.8,14.4,30.1
"Shawano, WI",64.3,10.7,25.0
"Sheboygan, WI",69.3,10.5,24.4
"St. Croix, WI",71.9,10.1,25.4
"Taylor, WI",68.1,12.5,27.5
"Trempealeau, WI",67.6,13.5,30.8
"Vernon, WI",62.2,9.6,22.8
"Vilas, WI",70.7,15.5,29.8
"Walworth, WI",68.4,10.9,23.9
"Washburn, WI",68.6,15.1,29.0
"Washington, WI",73.3,11.5,25.2
"Waukesha, WI",75.7,11.2,25.1
"Waupaca, WI",67.0,10.5,24.8
"Waushara, WI",67.8,12.5,26.8
"Winnebago, WI",71.2,11.8,25.3
"Wood, WI",70.2,12.9,28.0
"Albany, WY",64.3,8.0,18.6
"Big Horn, WY",46.8,7.0,14.6
"Campbell, WY",59.8,8.9,17.9
"Carbon, WY",58.9,10.2,21.1
"Converse, WY",62.4,9.0,19.5
"Crook, WY",66.6,12.3,23.1
"Fremont, WY",57.3,8.1,18.2
"Goshen, WY",59.0,8.2,18.0
"Hot Springs, WY",58.6,9.0,18.6
"Johnson, WY",67.5,9.6,20.5
"Laramie, WY",58.8,7.4,16.1
"Lincoln, WY",41.2,6.5,14.5
"Natrona, WY",60.2,8.7,18.7
"Niobrara, WY",57.0,8.7,17.7
"Park, WY",60.2,7.9,16.9
"Platte, WY",62.4,9.1,19.1
"Sheridan, WY",61.6,7.9,17.6
"Sublette, WY",63.7,11.0,21.5
"Sweetwater, WY",56.7,8.2,19.3
"Teton, WY",76.9,11.9,21.7
"Uinta, WY",41.4,6.1,13.9
"Washakie, WY",57.3,7.9,17.4
"Weston, WY",62.5,9.7,19.4
