county_state,dbt_total_2012
"Williamsburg, SC",15.77
"York, SC",10.86
"Aurora, SD",8.15
"Beadle, SD",8.73
"Bennett, SD",13.56
"Bon Homme, SD",8.44
"Brookings, SD",7.58
"Brown, SD",7.98
"Brule, SD",8.06
"Buffalo, SD",16.61
"Butte, SD",8.31
"Campbell, SD",8.29
"Charles Mix, SD",10.15
"Clark, SD",8.42
"Clay, SD",8.71
"Codington, SD",7.79
"Corson, SD",14.48
"Custer, SD",7.74
"Davison, SD",7.94
"Day, SD",8.68
"Deuel, SD",7.85
"Dewey, SD",13.93
"Douglas, SD",8.14
"Edmunds, SD",7.81
"Fall River, SD",8.78
"Faulk, SD",8.13
"Grant, SD",7.7
"Gregory, SD",8.85
"Haakon, SD",7.89
"Hamlin, SD",7.94
"Hand, SD",7.81
"Hanson, SD",7.84
"Harding, SD",8.04
"Hughes, SD",8.27
"Hutchinson, SD",7.78
"Hyde, SD",8.7
"Jackson, SD",12.02
"Jerauld, SD",8.14
"Jones, SD",8.47
"Kingsbury, SD",7.79
"Lake, SD",7.58
"Lawrence, SD",7.38
"Lincoln, SD",6.52
"Lyman, SD",10.57
"McCook, SD",8.1
"McPherson, SD",8.66
"Marshall, SD",8.71
"Meade, SD",8.04
"Mellette, SD",13.26
"Miner, SD",8.05
"Minnehaha, SD",8.21
"Moody, SD",8.44
"Oglala Lakota, SD",18.7
"Pennington, SD",8.06
"Perkins, SD",8.47
"Potter, SD",8.22
"Roberts, SD",10.37
"Sanborn, SD",8.36
"Spink, SD",7.92
"Stanley, SD",8.04
"Sully, SD",7.94
"Todd, SD",16.84
"Tripp, SD",8.55
"Turner, SD",8.03
"Union, SD",6.55
"Walworth, SD",8.93
"Yankton, SD",7.36
"Ziebach, SD",15.78
"Anderson, TN",11.11
"Bedford, TN",11.45
"Benton, TN",11.44
"Bledsoe, TN",12.09
"Blount, TN",10.63
"Bradley, TN",11.7
"Campbell, TN",12.62
"Cannon, TN",10.83
"Carroll, TN",11.51
"Carter, TN",12.41
"Cheatham, TN",10.04
"Chester, TN",12.25
"Claiborne, TN",12.55
"Clay, TN",11.87
"Cocke, TN",12.06
"Coffee, TN",10.87
"Crockett, TN",12.58
"Cumberland, TN",11.15
"Davidson, TN",11.2
"Decatur, TN",11.15
"DeKalb, TN",11.63
"Dickson, TN",10.58
"Dyer, TN",11.2
"Fayette, TN",11.53
"Fentress, TN",12.26
"Franklin, TN",10.56
"Gibson, TN",12.41
"Giles, TN",11.09
"Grainger, TN",11.95
"Greene, TN",11.69
"Grundy, TN",12.29
"Hamblen, TN",12.38
"Hamilton, TN",11.07
"Hancock, TN",13.21
"Hardeman, TN",15.07
"Hardin, TN",11.83
"Hawkins, TN",12.04
"Haywood, TN",15.05
"Henderson, TN",12.03
"Henry, TN",10.78
"Hickman, TN",11.42
"Houston, TN",11.04
"Humphreys, TN",10.45
"Jackson, TN",11.9
"Jefferson, TN",11.21
"Johnson, TN",12.33
"Knox, TN",10.01
"Lake, TN",15.02
"Lauderdale, TN",14.21
"Lawrence, TN",10.98
"Lewis, TN",10.91
"Lincoln, TN",10.8
"Loudon, TN",10.58
"McMinn, TN",11.54
"McNairy, TN",12.19
"Macon, TN",11.52
"Madison, TN",12.04
"Marion, TN",11.12
"Marshall, TN",11.17
"Maury, TN",10.94
"Meigs, TN",11.83
"Monroe, TN",11.06
"Montgomery, TN",11.78
"Moore, TN",10.45
"Morgan, TN",12.13
"Obion, TN",11.33
"Overton, TN",11.12
"Perry, TN",11.46
"Pickett, TN",11.26
"Polk, TN",10.77
"Putnam, TN",11.48
"Rhea, TN",11.88
"Roane, TN",11.34
"Robertson, TN",10.82
"Rutherford, TN",10.97
"Scott, TN",12.13
"Sequatchie, TN",11.47
"Sevier, TN",11.13
"Shelby, TN",13.18
"Smith, TN",10.98
"Stewart, TN",10.79
"Sullivan, TN",10.86
"Sumner, TN",10.46
"Tipton, TN",11.65
"Trousdale, TN",11.98
"Unicoi, TN",11.3
"Union, TN",12.46
"Van Buren, TN",11.77
"Warren, TN",12.01
"Washington, TN",10.07
"Wayne, TN",11.64
"Weakley, TN",11.12
"White, TN",11.28
"Williamson, TN",7.82
"Wilson, TN",10.49
"Anderson, TX",12.21
"Andrews, TX",11.91
"Angelina, TX",12.15
"Aransas, TX",11.69
"Archer, TX",9.23
"Armstrong, TX",9.04
"Atascosa, TX",13.35
"Austin, TX",10.1
"Bailey, TX",11.99
"Bandera, TX",10.08
"Bastrop, TX",10.93
"Baylor, TX",10.1
"Bee, TX",14.79
"Bell, TX",10.4
"Bexar, TX",13.22
"Blanco, TX",9.05
"Borden, TX",8.73
"Bosque, TX",10.3
"Bowie, TX",11.5
"Brazoria, TX",10.78
"Brazos, TX",11.16
"Brewster, TX",10.15
"Briscoe, TX",10.45
"Brooks, TX",17.47
"Brown, TX",10.27
"Burleson, TX",11.07
"Burnet, TX",9.56
"Caldwell, TX",12.58
"Calhoun, TX",12.04
"Callahan, TX",10.06
"Cameron, TX",16.84
"Camp, TX",12.2
"Carson, TX",9.1
"Cass, TX",11.4
"Castro, TX",12.48
"Chambers, TX",10.76
"Cherokee, TX",12.01
"Childress, TX",10.93
"Clay, TX",9.61
"Cochran, TX",12.42
"Coke, TX",9.52
"Coleman, TX",10.66
"Collin, TX",9.36
"Collingsworth, TX",11.43
"Colorado, TX",10.99
"Comal, TX",9.47
"Comanche, TX",10.72
"Concho, TX",13.26
"Cooke, TX",10.02
"Coryell, TX",11.56
"Cottle, TX",11.74
"Crane, TX",12.06
"Crockett, TX",13.03
"Crosby, TX",12.98
"Culberson, TX",14.54
"Dallam, TX",10.88
"Dallas, TX",12.55
"Dawson, TX",13.68
"Deaf Smith, TX",13.27
"Delta, TX",10.75
"Denton, TX",9.86
"DeWitt, TX",12.19
"Dickens, TX",11.63
"Dimmit, TX",16.02
"Donley, TX",10.4
"Duval, TX",16.84
"Eastland, TX",10.61
"Ector, TX",12.75
"Edwards, TX",12.42
"Ellis, TX",11.29
"El Paso, TX",15.04
"Erath, TX",10.47
"Falls, TX",13.06
"Fannin, TX",10.76
"Fayette, TX",10.05
"Fisher, TX",10.83
"Floyd, TX",12.56
"Foard, TX",10.96
"Fort Bend, TX",10.27
"Franklin, TX",10.18
"Freestone, TX",11.5
"Frio, TX",16.56
"Gaines, TX",12.0
"Galveston, TX",9.95
"Garza, TX",13.3
"Gillespie, TX",8.3
"Glasscock, TX",10.0
"Goliad, TX",11.56
"Gonzales, TX",12.74
"Gray, TX",11.37
"Grayson, TX",10.49
"Gregg, TX",11.6
"Grimes, TX",11.8
"Guadalupe, TX",11.34
"Hale, TX",13.63
"Hall, TX",12.17
"Hamilton, TX",9.62
"Hansford, TX",10.55
"Hardeman, TX",10.75
"Hardin, TX",10.59
"Harris, TX",12.36
"Harrison, TX",11.96
"Hartley, TX",9.39
"Haskell, TX",11.59
"Hays, TX",10.37
"Hemphill, TX",9.51
"Henderson, TX",11.24
"Hidalgo, TX",16.75
"Hill, TX",10.93
"Hockley, TX",11.53
"Hood, TX",9.77
"Hopkins, TX",10.57
"Houston, TX",12.45
"Howard, TX",12.53
"Hudspeth, TX",15.84
"Hunt, TX",11.37
"Hutchinson, TX",10.76
"Irion, TX",10.12
"Jack, TX",10.6
"Jackson, TX",11.28
"Jasper, TX",11.81
"Jeff Davis, TX",9.91
"Jefferson, TX",13.49
"Jim Hogg, TX",16.05
"Jim Wells, TX",15.26
"Johnson, TX",11.02
"Jones, TX",11.81
"Karnes, TX",13.75
"Kaufman, TX",11.4
"Kendall, TX",7.92
"Kenedy, TX",14.73
"Kent, TX",9.4
"Kerr, TX",10.05
"Kimble, TX",10.48
"King, TX",9.54
"Kinney, TX",12.97
"Kleberg, TX",15.04
"Knox, TX",11.71
"Lamar, TX",11.53
"Lamb, TX",12.49
"Lampasas, TX",9.66
"La Salle, TX",16.81
"Lavaca, TX",10.39
"Lee, TX",10.75
"Leon, TX",10.61
"Liberty, TX",12.1
"Limestone, TX",12.09
"Lipscomb, TX",10.14
"Live Oak, TX",11.86
"Llano, TX",9.03
"Loving, TX",11.74
"Lubbock, TX",10.74
"Lynn, TX",11.77
"McCulloch, TX",11.22
"McLennan, TX",11.44
"McMullen, TX",11.3
"Madison, TX",12.01
"Marion, TX",12.23
"Martin, TX",11.22
"Mason, TX",10.01
"Matagorda, TX",12.8
"Maverick, TX",17.71
"Medina, TX",12.18
"Menard, TX",11.95
"Midland, TX",10.72
"Milam, TX",11.38
"Mills, TX",10.01
"Mitchell, TX",12.28
"Montague, TX",10.13
"Montgomery, TX",9.96
"Moore, TX",12.32
"Morris, TX",12.22
"Motley, TX",10.27
"Nacogdoches, TX",11.84
"Navarro, TX",11.81
"Newton, TX",12.74
"Nolan, TX",11.88
"Nueces, TX",13.33
"Ochiltree, TX",11.2
"Oldham, TX",9.38
"Orange, TX",11.59
"Palo Pinto, TX",10.7
"Panola, TX",11.06
"Parker, TX",9.91
"Parmer, TX",11.99
"Pecos, TX",13.68
"Polk, TX",11.14
"Potter, TX",11.51
"Presidio, TX",14.97
"Rains, TX",10.41
"Randall, TX",9.17
"Reagan, TX",12.19
"Real, TX",11.14
"Red River, TX",11.8
"Reeves, TX",16.22
"Refugio, TX",12.9
"Roberts, TX",8.45
"Robertson, TX",11.78
"Rockwall, TX",9.31
"Runnels, TX",11.11
"Rusk, TX",11.88
"Sabine, TX",11.35
"San Augustine, TX",12.83
"San Jacinto, TX",11.25
"San Patricio, TX",13.68
"San Saba, TX",10.91
"Schleicher, TX",11.41
"Scurry, TX",11.0
"Shackelford, TX",9.35
"Shelby, TX",12.31
"Sherman, TX",10.17
"Smith, TX",10.48
"Somervell, TX",9.38
"Starr, TX",20.41
"Stephens, TX",10.6
"Sterling, TX",10.89
"Stonewall, TX",9.98
"Sutton, TX",11.48
"Swisher, TX",11.95
"Tarrant, TX",12.12
"Taylor, TX",10.54
"Terrell, TX",12.15
"Terry, TX",13.07
"Throckmorton, TX",9.48
"Titus, TX",11.65
"Tom Green, TX",11.18
"Travis, TX",9.54
"Trinity, TX",11.29
"Tyler, TX",11.08
"Upshur, TX",10.84
"Upton, TX",12.27
"Uvalde, TX",14.44
"Val Verde, TX",15.07
"Van Zandt, TX",10.58
"Victoria, TX",12.18
"Walker, TX",12.16
"Waller, TX",12.0
"Ward, TX",12.75
"Washington, TX",10.22
"Webb, TX",18.45
"Wharton, TX",12.44
"Wheeler, TX",10.04
"Wichita, TX",10.96
"Wilbarger, TX",11.42
"Willacy, TX",17.11
"Williamson, TX",9.31
"Wilson, TX",10.99
"Winkler, TX",12.67
"Wise, TX",9.95
"Wood, TX",10.16
"Yoakum, TX",11.54
"Young, TX",10.29
"Zapata, TX",17.12
"Zavala, TX",17.72
"Beaver, UT",7.76
"Box Elder, UT",9.1
"Cache, UT",9.04
"Carbon, UT",8.95
"Daggett, UT",7.96
"Davis, UT",8.67
"Duchesne, UT",8.18
"Emery, UT",8.32
"Garfield, UT",7.88
"Grand, UT",7.55
"Iron, UT",8.38
"Juab, UT",8.38
"Kane, UT",7.45
"Millard, UT",8.37
"Morgan, UT",6.99
"Piute, UT",9.01
"Rich, UT",8.35
"Salt Lake, UT",8.61
"San Juan, UT",11.59
"Sanpete, UT",8.49
"Sevier, UT",8.54
"Summit, UT",6.0
"Tooele, UT",9.68
"Uintah, UT",8.72
"Utah, UT",8.43
"Wasatch, UT",7.49
"Washington, UT",7.44
"Wayne, UT",7.88
"Weber, UT",9.52
,7.18
"Addison, UT",6.95
"Bennington, UT",7.39
"Caledonia, UT",7.47
"Chittenden, UT",6.61
"Essex, UT",8.92
"Franklin, UT",7.66
"Grand Isle, UT",6.89
"Lamoille, UT",6.83
"Orange, UT",7.16
"Orleans, UT",7.49
"Rutland, UT",8.14
"Washington, UT",6.91
"Windham, UT",7.47
"Windsor, UT",6.86
"Accomack, VA",12.25
"Albemarle, VA",8.69
"Alleghany, VA",9.33
"Amelia, VA",11.29
"Amherst, VA",11.71
"Appomattox, VA",11.27
"Arlington, VA",7.17
"Augusta, VA",10.12
"Bath, VA",9.83
"Bedford, VA",10.01
"Bland, VA",11.16
"Botetourt, VA",9.24
"Brunswick, VA",14.13
"Buchanan, VA",13.46
"Buckingham, VA",13.12
"Campbell, VA",11.05
"Caroline, VA",12.01
"Carroll, VA",10.29
"Charles City, VA",14.49
"Charlotte, VA",11.93
"Chesterfield, VA",9.73
"Clarke, VA",8.97
"Craig, VA",10.33
"Culpeper, VA",10.31
"Cumberland, VA",12.42
"Dickenson, VA",13.24
"Dinwiddie, VA",12.36
"Essex, VA",12.34
"Fairfax, VA",7.31
"Fauquier, VA",8.98
"Floyd, VA",10.36
"Fluvanna, VA",9.44
"Franklin, VA",10.36
"Frederick, VA",9.45
"Giles, VA",10.48
"Gloucester, VA",9.97
"Goochland, VA",8.57
"Grayson, VA",11.2
"Greene, VA",9.35
"Greensville, VA",15.0
"Halifax, VA",11.92
"Hanover, VA",9.08
"Henrico, VA",9.89
"Henry, VA",12.17
"Highland, VA",10.0
"Isle of Wight, VA",10.63
"James City, VA",9.28
"King and Queen, VA",11.94
"King George, VA",9.84
"King William, VA",10.52
"Lancaster, VA",10.55
"Lee, VA",13.16
"Loudoun, VA",8.7
"Louisa, VA",10.62
"Lunenburg, VA",13.19
"Madison, VA",9.99
"Mathews, VA",9.39
"Mecklenburg, VA",11.72
"Middlesex, VA",10.44
"Montgomery, VA",10.77
"Nelson, VA",10.01
"New Kent, VA",9.82
"Northampton, VA",12.44
"Northumberland, VA",9.79
"Nottoway, VA",12.87
"Orange, VA",9.72
"Page, VA",10.3
"Patrick, VA",11.09
"Pittsylvania, VA",12.64
"Powhatan, VA",9.22
"Prince Edward, VA",12.15
"Prince George, VA",11.56
"Prince William, VA",10.34
"Pulaski, VA",10.91
"Rappahannock, VA",9.09
"Richmond, VA",12.71
"Roanoke, VA",8.91
"Rockbridge, VA",10.01
"Rockingham, VA",10.72
"Russell, VA",12.4
"Scott, VA",12.15
"Shenandoah, VA",9.59
"Smyth, VA",11.15
"Southampton, VA",13.02
"Spotsylvania, VA",10.29
"Stafford, VA",9.82
"Surry, VA",13.27
"Sussex, VA",15.15
"Tazewell, VA",12.11
"Warren, VA",9.92
"Washington, VA",10.32
"Westmoreland, VA",12.23
"Wise, VA",13.64
"Wythe, VA",10.6
"York, VA",11.87
"Alexandria, VA",7.9
"Bristol, VA",13.31
"Buena Vista, VA",10.01
"Charlottesville, VA",8.69
"Chesapeake, VA",11.81
"Colonial Heights, VA",10.08
"Covington, VA",12.21
"Danville, VA",12.64
"Emporia, VA",15.0
"Fairfax, VA",7.31
"Falls Church, VA",6.09
"Franklin, VA",13.02
"Fredericksburg, VA",10.29
"Galax, VA",12.86
"Hampton, VA",14.38
"Harrisonburg, VA",10.72
"Hopewell, VA",15.08
"Lexington, VA",12.3
"Lynchburg, VA",11.49
"Manassas, VA",10.34
"Manassas Park, VA",10.34
"Martinsville, VA",15.29
"Newport News, VA",11.87
"Norfolk, VA",13.36
"Norton, VA",12.08
"Petersburg, VA",17.9
"Poquoson, VA",8.82
"Portsmouth, VA",15.2
"Radford, VA",12.26
"Richmond, VA",12.75
"Roanoke, VA",12.25
"Salem, VA",9.41
"Staunton, VA",10.12
"Suffolk, VA",11.91
"Virginia Beach, VA",10.52
"Waynesboro, VA",10.12
"Williamsburg, VA",9.28
"Winchester, VA",10.08
"Adams, WA",11.89
"Asotin, WA",9.26
"Benton, WA",9.2
"Chelan, WA",8.58
"Clallam, WA",8.37
"Clark, WA",9.37
"Columbia, WA",9.06
"Cowlitz, WA",9.68
"Douglas, WA",9.39
"Ferry, WA",10.06
"Franklin, WA",11.6
"Garfield, WA",8.44
"Grant, WA",10.57
"Grays Harbor, WA",10.99
"Island, WA",8.26
"Jefferson, WA",7.6
"King, WA",7.87
"Kitsap, WA",8.63
"Kittitas, WA",8.47
"Klickitat, WA",8.98
"Lewis, WA",9.72
"Lincoln, WA",8.47
"Mason, WA",9.6
"Okanogan, WA",9.5
"Pacific, WA",9.69
"Pend Oreille, WA",8.93
"Pierce, WA",9.74
"San Juan, WA",6.66
"Skagit, WA",8.7
"Skamania, WA",9.12
"Snohomish, WA",9.49
"Spokane, WA",8.78
"Stevens, WA",8.94
"Thurston, WA",9.47
"Wahkiakum, WA",9.29
"Walla Walla, WA",9.21
"Whatcom, WA",8.46
"Whitman, WA",9.56
"Yakima, WA",11.72
"Barbour, WV",11.12
"Berkeley, WV",10.94
"Boone, WV",12.66
"Braxton, WV",11.67
"Brooke, WV",10.93
"Cabell, WV",11.93
"Calhoun, WV",12.29
"Clay, WV",12.62
"Doddridge, WV",11.57
"Fayette, WV",12.06
"Gilmer, WV",12.94
"Grant, WV",10.4
"Greenbrier, WV",10.18
"Hampshire, WV",11.07
"Hancock, WV",10.76
"Hardy, WV",10.73
"Harrison, WV",10.66
"Jackson, WV",11.72
"Jefferson, WV",10.07
"Kanawha, WV",11.0
"Lewis, WV",10.45
"Lincoln, WV",13.63
"Logan, WV",12.92
"McDowell, WV",15.64
"Marion, WV",10.81
"Marshall, WV",10.55
"Mason, WV",12.19
"Mercer, WV",12.55
"Mineral, WV",10.55
"Mingo, WV",13.54
"Monongalia, WV",10.09
"Monroe, WV",10.94
"Morgan, WV",10.47
"Nicholas, WV",10.78
"Ohio, WV",9.63
"Pendleton, WV",10.38
"Pleasants, WV",11.29
"Pocahontas, WV",10.73
"Preston, WV",10.64
"Putnam, WV",11.25
"Raleigh, WV",12.12
"Randolph, WV",10.03
"Ritchie, WV",11.77
"Roane, WV",12.28
"Summers, WV",12.4
"Taylor, WV",10.76
"Tucker, WV",10.27
"Tyler, WV",11.07
"Upshur, WV",10.25
"Wayne, WV",13.35
"Webster, WV",11.91
"Wetzel, WV",11.06
"Wirt, WV",11.68
"Wood, WV",11.61
"Wyoming, WV",12.85
"Adams, WI",9.13
"Ashland, WI",8.61
"Barron, WI",8.11
"Bayfield, WI",8.37
"Brown, WI",9.02
"Buffalo, WI",7.96
"Burnett, WI",8.81
"Calumet, WI",8.67
"Chippewa, WI",8.3
"Clark, WI",9.21
"Columbia, WI",8.49
"Crawford, WI",8.34
"Dane, WI",7.33
"Dodge, WI",8.97
"Door, WI",7.97
"Douglas, WI",9.0
"Dunn, WI",8.25
"Eau Claire, WI",7.41
"Florence, WI",9.04
"Fond du Lac, WI",8.6
"Forest, WI",9.95
"Grant, WI",8.41
"Green, WI",8.05
"Green Lake, WI",8.15
"Iowa, WI",8.04
"Iron, WI",8.96
"Jackson, WI",8.63
"Jefferson, WI",8.67
"Juneau, WI",8.93
"Kenosha, WI",9.59
"Kewaunee, WI",8.81
"La Crosse, WI",7.16
"Lafayette, WI",8.74
"Langlade, WI",8.73
"Lincoln, WI",8.36
"Manitowoc, WI",8.96
"Marathon, WI",8.41
"Marinette, WI",8.99
"Marquette, WI",8.83
"Menominee, WI",15.06
"Milwaukee, WI",10.75
"Monroe, WI",8.59
"Oconto, WI",8.7
"Oneida, WI",7.41
"Outagamie, WI",8.33
"Ozaukee, WI",6.94
"Pepin, WI",8.09
"Pierce, WI",7.82
"Polk, WI",7.9
"Portage, WI",8.59
"Price, WI",8.63
"Racine, WI",9.86
"Richland, WI",8.29
"Rock, WI",9.38
"Rusk, WI",8.47
"Saint Croix, WI",7.8
"Sauk, WI",8.45
"Sawyer, WI",8.7
"Shawano, WI",8.84
"Sheboygan, WI",9.17
"Taylor, WI",8.67
"Trempealeau, WI",8.13
"Vernon, WI",8.0
"Vilas, WI",8.61
"Walworth, WI",8.93
"Washburn, WI",7.99
"Washington, WI",8.34
"Waukesha, WI",6.81
"Waupaca, WI",8.62
"Waushara, WI",8.81
"Winnebago, WI",8.46
"Wood, WI",7.76
"Albany, WY",8.21
"Big Horn, WY",8.27
"Campbell, WY",8.23
"Carbon, WY",8.72
"Converse, WY",8.11
"Crook, WY",7.55
"Fremont, WY",8.95
"Goshen, WY",8.68
"Hot Springs, WY",7.72
"Johnson, WY",7.52
"Laramie, WY",8.45
"Lincoln, WY",7.9
"Natrona, WY",8.86
"Niobrara, WY",8.47
"Park, WY",7.12
"Platte, WY",8.12
"Sheridan, WY",7.5
"Sublette, WY",7.6
"Sweetwater, WY",9.23
"Teton, WY",5.91
"Uinta, WY",8.57
"Washakie, WY",8.27
"Weston, WY",8.08
