county_state,hd_deaths_per100k_over65
"Quitman, GA",1153.6
"Quitman, MS",1522.8
"Rabun, GA",965.2
"Racine, WI",1145.9
"Rains, TX",1328.5
"Raleigh, WV",1420.0
"Ralls, MO",1033.7
"Ramsey, MN",701.2
"Ramsey, ND",1070.4
"Randall, TX",1211.0
"Randolph, AL",1648.2
"Randolph, AR",1253.9
"Randolph, GA",963.0
"Randolph, IL",1126.1
"Randolph, IN",1225.0
"Randolph, MO",1226.1
"Randolph, NC",1157.6
"Randolph, WV",1085.5
"Rankin, MS",909.3
"Ransom, ND",1044.2
"Rapides, LA",1676.2
"Rappahannock, VA",810.0
"Ravalli, MT",975.7
"Rawlins, KS",1071.1
"Ray, MO",1137.0
"Reagan, TX",1028.4
"Real, TX",1080.7
"Red Lake, MN",1037.7
"Red River, LA",1032.3
"Red River, TX",1457.2
"Red Willow, NE",999.4
"Redwood, MN",875.6
"Reeves, TX",1160.3
"Refugio, TX",991.5
"Reno, KS",930.9
"Rensselaer, NY",1104.6
"Renville, MN",783.9
"Renville, ND",1003.0
"Republic, KS",1018.0
"Reynolds, MO",1374.5
"Rhea, TN",1340.9
"Rice, KS",984.7
"Rice, MN",911.2
"Rich, UT",902.8
"Richardson, NE",956.7
"Richland, IL",1114.4
"Richland, LA",1588.4
"Richland, MT",1098.1
"Richland, ND",931.2
"Richland, OH",1214.6
"Richland, SC",1017.3
"Richland, WI",999.8
"Richmond, GA",1257.1
"Richmond, NC",1428.5
"Richmond, NY",1619.2
"Richmond, VA",
"Richmond, VA",
"Riley, KS",903.6
"Ringgold, IA",1264.8
"Rio Arriba, NM",822.2
"Rio Blanco, CO",884.3
"Rio Grande, CO",912.0
"Ripley, IN",1201.7
"Ripley, MO",1283.1
"Ritchie, WV",1157.4
"Riverside, CA",1145.3
"Roane, TN",1233.3
"Roane, WV",1114.1
"Roanoke, VA",
"Roanoke, VA",
"Roberts, SD",978.3
"Roberts, TX",1582.4
"Robertson, KY",1377.6
"Robertson, TN",1277.8
"Robertson, TX",1358.4
"Robeson, NC",1282.1
"Rock Island, IL",1146.9
"Rock, MN",980.0
"Rock, NE",1434.4
"Rock, WI",1077.3
"Rockbridge, VA",850.2
"Rockcastle, KY",1334.0
"Rockdale, GA",961.6
"Rockingham, NC",1051.3
"Rockingham, NH",971.4
"Rockingham, VA",958.2
"Rockland, NY",959.0
"Rockwall, TX",1073.8
"Roger Mills, OK",1349.3
"Rogers, OK",1581.1
"Rolette, ND",1303.7
"Rooks, KS",1087.9
"Roosevelt, MT",1219.5
"Roosevelt, NM",1239.2
"Roscommon, MI",1329.6
"Roseau, MN",1132.1
"Rosebud, MT",1080.1
"Ross, OH",1142.7
"Routt, CO",399.7
"Rowan, KY",1120.9
"Rowan, NC",1120.6
"Runnels, TX",1174.3
"Rush, IN",1268.9
"Rush, KS",966.3
"Rusk, TX",1260.1
"Rusk, WI",1074.0
"Russell, AL",1085.9
"Russell, KS",982.6
"Russell, KY",1378.6
"Russell, VA",1210.6
"Rutherford, NC",1111.8
"Rutherford, TN",1099.5
"Rutland, VT",1226.8
"Sabine, LA",1136.1
"Sabine, TX",1186.2
"Sac, IA",1080.3
"Sacramento, CA",949.3
"Sagadahoc, ME",962.7
"Saginaw, MI",1087.9
"Saguache, CO",682.3
"Salem, NJ",1294.5
"Saline, AR",1235.2
"Saline, IL",1040.5
"Saline, KS",953.8
"Saline, MO",1215.8
"Saline, NE",1092.1
"Salt Lake, UT",980.3
"Saluda, SC",982.5
"Sampson, NC",1098.3
"San Augustine, TX",1111.2
"San Benito, CA",832.8
"San Bernardino, CA",1229.0
"San Diego, CA",844.6
"San Francisco, CA",722.5
"San Jacinto, TX",1133.1
"San Joaquin, CA",970.5
"San Juan, CO",781.7
"San Juan, NM",843.6
"San Juan, UT",670.8
"San Juan, WA",522.0
"San Luis Obispo, CA",794.3
"San Mateo, CA",728.8
"San Miguel, CO",338.0
"San Miguel, NM",956.0
"San Patricio, TX",1174.3
"San Saba, TX",1008.8
"Sanborn, SD",993.3
"Sanders, MT",937.8
"Sandoval, NM",924.5
"Sandusky, OH",1205.6
"Sangamon, IL",1033.4
"Sanilac, MI",1438.7
"Sanpete, UT",994.9
"Santa Barbara, CA",863.6
"Santa Clara, CA",646.5
"Santa Cruz, AZ",774.7
"Santa Cruz, CA",734.8
"Santa Fe, NM",679.4
"Santa Rosa, FL",995.2
"Sarasota, FL",620.1
"Saratoga, NY",1020.6
"Sargent, ND",946.3
"Sarpy, NE",894.9
"Sauk, WI",991.0
"Saunders, NE",913.2
"Sawyer, WI",1065.6
"Schenectady, NY",1123.6
"Schleicher, TX",1202.1
"Schley, GA",1052.3
"Schoharie, NY",1005.3
"Schoolcraft, MI",1051.6
"Schuyler, IL",1043.8
"Schuyler, MO",1027.5
"Schuyler, NY",1136.2
"Schuylkill, PA",1534.9
"Scioto, OH",1613.3
"Scotland, MO",1104.7
"Scotland, NC",1161.6
"Scott, AR",1351.7
"Scott, IA",1034.1
"Scott, IL",1296.2
"Scott, IN",1171.8
"Scott, KS",804.0
"Scott, KY",1379.8
"Scott, MN",685.7
"Scott, MO",1194.2
"Scott, MS",1535.8
"Scott, TN",1242.2
"Scott, VA",1117.6
"Scotts Bluff, NE",996.7
"Screven, GA",1123.4
"Scurry, TX",924.4
"Searcy, AR",1078.6
"Sebastian, AR",1264.9
"Sedgwick, CO",1089.7
"Sedgwick, KS",988.3
"Seminole, FL",892.6
"Seminole, GA",1392.7
"Seminole, OK",1676.6
"Seneca, NY",977.5
"Seneca, OH",1447.7
"Sequatchie, TN",1146.4
"Sequoyah, OK",1489.2
"Sevier, AR",1314.6
"Sevier, TN",1136.8
"Sevier, UT",1102.3
"Seward, KS",1210.7
"Seward, NE",990.3
"Shackelford, TX",1276.2
"Shannon, MO",1148.2
"Shannon, SD",
"Sharkey, MS",1086.5
"Sharp, AR",1419.4
"Shasta, CA",1256.1
"Shawano, WI",1043.5
"Shawnee, KS",993.9
"Sheboygan, WI",1051.2
"Shelby, AL",979.4
"Shelby, IA",959.4
"Shelby, IL",1068.1
"Shelby, IN",1033.0
"Shelby, KY",976.2
"Shelby, MO",1253.6
"Shelby, OH",1244.3
"Shelby, TN",1125.0
"Shelby, TX",1178.4
"Shenandoah, VA",980.4
"Sherburne, MN",722.0
"Sheridan, KS",979.4
"Sheridan, MT",735.1
"Sheridan, ND",773.4
"Sheridan, NE",1026.4
"Sheridan, WY",998.2
"Sherman, KS",952.8
"Sherman, NE",988.7
"Sherman, OR",925.3
"Sherman, TX",1385.4
"Shiawassee, MI",1312.5
"Shoshone, ID",1050.3
"Sibley, MN",780.0
"Sierra, CA",1086.3
"Sierra, NM",1207.6
"Silver Bow, MT",1523.2
"Simpson, KY",1265.0
"Simpson, MS",1433.0
"Sioux, IA",724.0
"Sioux, ND",1140.9
"Sioux, NE",927.4
"Siskiyou, CA",1031.6
"Skagit, WA",870.4
"Skamania, WA",799.7
"Slope, ND",893.7
"Smith, KS",1123.9
"Smith, MS",1138.5
"Smith, TN",1040.8
"Smith, TX",1374.8
"Smyth, VA",1247.5
"Snohomish, WA",843.7
"Snyder, PA",1078.9
"Socorro, NM",1008.4
"Solano, CA",750.2
"Somerset, MD",1719.2
"Somerset, ME",1084.0
"Somerset, NJ",938.6
"Somerset, PA",1181.9
"Somervell, TX",947.0
"Sonoma, CA",837.3
"Spalding, GA",1072.7
"Spartanburg, SC",1042.6
"Spencer, IN",1192.7
"Spencer, KY",1007.0
"Spink, SD",902.6
"Spokane, WA",896.1
"Spotsylvania, VA",951.9
"St. Bernard, LA",1000.1
"St. Charles, LA",1263.3
"St. Charles, MO",1006.1
"St. Clair, AL",1282.3
"St. Clair, IL",1181.9
"St. Clair, MI",1447.0
"St. Clair, MO",1191.0
"St. Croix, WI",862.7
"St. Francis, AR",1361.8
"St. Francois, MO",1426.0
"St. Helena, LA",1216.3
"St. James, LA",1215.1
"St. John the Baptist, LA",1538.0
"St. Johns, FL",759.3
"St. Joseph, IN",1080.7
"St. Joseph, MI",1224.4
"St. Landry, LA",1557.8
"St. Lawrence, NY",1204.0
"St. Louis, MN",840.1
"St. Louis, MO",
"St. Louis, MO",
"St. Lucie, FL",839.2
"St. Martin, LA",1336.2
"St. Mary's, MD",1055.1
"St. Mary, LA",1305.7
"St. Tammany, LA",1141.7
"Stafford, KS",978.5
"Stafford, VA",1032.4
"Stanislaus, CA",1135.5
"Stanley, SD",632.0
"Stanly, NC",1255.9
"Stanton, KS",975.3
"Stanton, NE",969.8
"Stark, IL",1103.2
"Stark, ND",884.6
"Stark, OH",1109.6
"Starke, IN",1400.3
"Starr, TX",922.8
"Ste. Genevieve, MO",1287.0
"Stearns, MN",671.3
"Steele, MN",929.8
"Steele, ND",884.9
"Stephens, GA",1285.8
"Stephens, OK",1454.1
"Stephens, TX",1369.6
"Stephenson, IL",926.0
"Sterling, TX",1278.8
"Steuben, IN",1073.7
"Steuben, NY",1185.0
"Stevens, KS",1037.5
"Stevens, MN",940.0
"Stevens, WA",990.8
"Stewart, GA",1094.2
"Stewart, TN",1206.2
"Stillwater, MT",983.9
"Stoddard, MO",1338.9
"Stokes, NC",1049.2
"Stone, AR",1073.3
"Stone, MO",1354.4
"Stone, MS",1460.5
"Stonewall, TX",1162.4
"Storey, NV",1088.4
"Story, IA",889.6
"Strafford, NH",968.2
"Stutsman, ND",1125.8
"Sublette, WY",812.7
"Suffolk, MA",730.6
"Suffolk, NY",1203.9
"Sullivan, IN",1357.2
"Sullivan, MO",1224.2
"Sullivan, NH",961.5
"Sullivan, NY",1052.5
"Sullivan, PA",1197.0
"Sullivan, TN",1238.9
"Sully, SD",759.3
"Summers, WV",1288.1
"Summit, CO",272.4
"Summit, OH",1151.4
"Summit, UT",865.9
"Sumner, KS",1052.8
"Sumner, TN",1066.8
"Sumter, AL",1320.9
"Sumter, FL",751.8
"Sumter, GA",1217.9
"Sumter, SC",912.3
"Sunflower, MS",1302.1
"Surry, NC",1010.4
"Surry, VA",955.9
"Susquehanna, PA",1187.6
"Sussex, DE",1045.6
"Sussex, NJ",1163.0
"Sussex, VA",1213.3
"Sutter, CA",943.8
"Sutton, TX",965.9
"Suwannee, FL",1181.3
"Swain, NC",1061.1
"Sweet Grass, MT",765.8
"Sweetwater, WY",1024.6
"Swift, MN",862.6
"Swisher, TX",1176.2
"Switzerland, IN",992.2
"Talbot, GA",1221.5
"Talbot, MD",915.5
"Taliaferro, GA",1083.6
"Talladega, AL",1584.3
"Tallahatchie, MS",1074.4
"Tallapoosa, AL",1476.9
"Tama, IA",1098.9
"Taney, MO",1640.3
"Tangipahoa, LA",1473.2
"Taos, NM",664.0
"Tarrant, TX",979.9
"Tate, MS",1542.1
"Tattnall, GA",1364.8
"Taylor, FL",990.1
"Taylor, GA",1282.0
"Taylor, IA",1321.5
"Taylor, KY",1286.5
"Taylor, TX",1258.4
"Taylor, WI",1134.1
"Taylor, WV",1190.1
"Tazewell, IL",1034.8
"Tazewell, VA",1243.8
"Tehama, CA",1105.9
"Telfair, GA",800.6
"Teller, CO",835.1
"Tensas, LA",1443.3
"Terrebonne, LA",1241.2
"Terrell, GA",1016.6
"Terrell, TX",840.8
"Terry, TX",1354.1
"Teton, ID",759.5
"Teton, MT",964.7
"Teton, WY",636.5
"Texas, MO",1290.9
"Texas, OK",1755.7
"Thayer, NE",1162.0
"Thomas, GA",1015.1
"Thomas, KS",997.9
"Thomas, NE",890.4
"Throckmorton, TX",1237.8
"Thurston, NE",1342.6
"Thurston, WA",871.8
"Tift, GA",1394.5
"Tillamook, OR",866.9
"Tillman, OK",1322.5
"Tioga, NY",1010.3
"Tioga, PA",1103.4
"Tippah, MS",1462.0
"Tippecanoe, IN",989.3
"Tipton, IN",1060.3
"Tipton, TN",1406.1
"Tishomingo, MS",1893.0
"Titus, TX",1296.3
"Todd, KY",1264.6
"Todd, MN",740.8
"Todd, SD",1133.1
"Tolland, CT",1028.9
"Tom Green, TX",1082.9
"Tompkins, NY",891.6
"Tooele, UT",1132.4
"Toole, MT",1192.3
"Toombs, GA",1323.0
"Torrance, NM",898.8
"Towner, ND",936.7
"Towns, GA",955.3
"Traill, ND",928.5
"Transylvania, NC",782.0
"Traverse, MN",1111.5
"Travis, TX",763.6
"Treasure, MT",1071.6
"Trego, KS",1137.7
"Trempealeau, WI",1078.0
"Treutlen, GA",1274.4
"Trigg, KY",1247.6
"Trimble, KY",1267.5
"Trinity, CA",1059.4
"Trinity, TX",1257.6
"Tripp, SD",995.1
"Troup, GA",1409.2
"Trousdale, TN",1004.3
"Trumbull, OH",1308.0
"Tucker, WV",1225.3
"Tulare, CA",1182.8
"Tulsa, OK",1496.5
"Tunica, MS",2034.9
"Tuolumne, CA",937.3
"Turner, GA",1583.3
"Turner, SD",1052.2
"Tuscaloosa, AL",1323.8
"Tuscarawas, OH",1240.7
"Tuscola, MI",1328.3
"Twiggs, GA",1370.6
"Twin Falls, ID",1084.8
"Tyler, TX",1501.3
"Tyler, WV",1176.9
"Tyrrell, NC",1134.2
"Uinta, WY",1148.5
"Uintah, UT",1277.0
"Ulster, NY",1075.1
"Umatilla, OR",881.6
"Unicoi, TN",1275.3
"Union, AR",1133.6
"Union, FL",1502.2
"Union, GA",980.0
"Union, IA",1245.8
"Union, IL",1207.6
"Union, IN",1151.5
"Union, KY",1222.2
"Union, LA",870.1
"Union, MS",1447.6
"Union, NC",851.0
"Union, NJ",953.7
"Union, NM",1114.1
"Union, OH",1194.0
"Union, OR",961.8
"Union, PA",938.2
"Union, SC",1183.9
"Union, SD",785.6
"Union, TN",1223.8
"Upshur, TX",1289.1
"Upshur, WV",1087.4
"Upson, GA",1502.2
"Upton, TX",1311.6
"Utah, UT",1072.7
"Uvalde, TX",1071.6
"Val Verde, TX",1071.5
"Valencia, NM",996.8
"Valley, ID",491.9
"Valley, MT",1247.5
"Valley, NE",1128.6
"Van Buren, AR",1066.3
"Van Buren, IA",1225.3
"Van Buren, MI",1331.7
"Van Buren, TN",1052.4
"Van Wert, OH",1103.8
"Van Zandt, TX",1368.2
"Vance, NC",995.5
"Vanderburgh, IN",1030.9
"Venango, PA",1201.3
"Ventura, CA",913.3
"Vermilion, IL",1213.8
"Vermilion, LA",1536.4
"Vermillion, IN",1397.0
"Vernon, LA",1663.5
"Vernon, MO",1203.4
"Vernon, WI",1010.3
"Victoria, TX",1026.8
"Vigo, IN",1452.0
"Vilas, WI",1099.6
"Vinton, OH",1089.4
"Volusia, FL",1093.7
"Wabash, IL",972.2
"Wabash, IN",1135.7
"Wabasha, MN",934.9
"Wabaunsee, KS",962.7
"Wadena, MN",920.2
"Wagoner, OK",1365.5
"Wahkiakum, WA",1029.3
"Wake, NC",798.3
"Wakulla, FL",1067.6
"Waldo, ME",1110.1
"Walker, AL",2123.5
"Walker, GA",1516.9
"Walker, TX",1097.2
"Walla Walla, WA",870.5
"Wallace, KS",834.1
"Waller, TX",1116.6
"Wallowa, OR",965.3
"Walsh, ND",1014.4
"Walthall, MS",1517.7
"Walton, FL",888.6
"Walton, GA",1188.3
"Walworth, SD",781.0
"Walworth, WI",1119.9
"Wapello, IA",1222.2
"Ward, ND",831.9
"Ward, TX",1233.5
"Ware, GA",1374.3
"Warren, GA",1120.1
"Warren, IA",1224.7
"Warren, IL",1185.6
"Warren, IN",1079.7
"Warren, KY",1174.6
"Warren, MO",1041.9
"Warren, MS",1200.6
"Warren, NC",1017.8
"Warren, NJ",1152.3
"Warren, NY",1010.5
"Warren, OH",1037.5
"Warren, PA",1152.2
"Warren, TN",1188.4
"Warren, VA",1084.0
"Warrick, IN",1137.5
"Wasatch, UT",966.2
"Wasco, OR",920.2
"Waseca, MN",922.7
"Washakie, WY",1001.1
"Washburn, WI",1071.9
"Washington, AL",1273.6
"Washington, AR",2242.8
"Washington, CO",794.8
"Washington, FL",1577.2
"Washington, GA",1180.9
"Washington, IA",982.9
"Washington, ID",1194.4
"Washington, IL",1203.5
"Washington, IN",1081.0
"Washington, KS",996.3
"Washington, KY",1042.6
"Washington, LA",1301.4
"Washington, MD",1148.4
"Washington, ME",1093.6
"Washington, MN",691.7
"Washington, MO",1567.9
"Washington, MS",1238.2
"Washington, NC",1059.9
"Washington, NE",888.5
"Washington, NY",1097.7
"Washington, OH",948.7
"Washington, OK",1532.3
"Washington, OR",752.0
"Washington, PA",1130.1
"Washington, RI",1003.3
"Washington, TN",1166.3
"Washington, TX",899.5
"Washington, UT",717.1
"Washington, VA",997.8
"Washington, VT",974.3
"Washington, WI",1007.1
"Washita, OK",1484.5
"Washoe, NV",1212.2
"Washtenaw, MI",1078.4
"Watauga, NC",830.8
"Watonwan, MN",879.0
"Waukesha, WI",859.3
"Waupaca, WI",1147.6
"Waushara, WI",1185.9
"Wayne, GA",1141.9
"Wayne, IA",1161.3
"Wayne, IL",1303.9
"Wayne, IN",1431.8
"Wayne, KY",1204.6
"Wayne, MI",1417.3
"Wayne, MO",1092.8
"Wayne, MS",1467.1
"Wayne, NC",1238.0
"Wayne, NE",1064.5
"Wayne, NY",944.6
"Wayne, OH",1189.7
"Wayne, PA",1176.8
"Wayne, TN",1229.4
"Wayne, UT",775.4
"Wayne, WV",1021.4
"Weakley, TN",1102.0
"Webb, TX",940.3
"Weber, UT",1171.6
"Webster, GA",932.0
"Webster, IA",1488.5
"Webster, KY",1361.6
"Webster, LA",1244.6
"Webster, MO",1306.0
"Webster, MS",1895.8
"Webster, NE",1090.2
"Webster, WV",1199.0
"Wells, IN",1027.5
"Wells, ND",1051.5
"West Baton Rouge, LA",958.9
"West Carroll, LA",1568.9
"West Feliciana, LA",1038.6
"Westchester, NY",955.5
"Westmoreland, PA",1135.7
"Westmoreland, VA",1115.7
"Weston, WY",956.9
"Wetzel, WV",1242.0
"Wexford, MI",1005.0
"Wharton, TX",1227.7
"Whatcom, WA",858.5
"Wheatland, MT",1361.2
"Wheeler, GA",1096.5
"Wheeler, NE",1052.2
"Wheeler, OR",980.3
"Wheeler, TX",1401.5
"White Pine, NV",1089.3
"White, AR",1457.2
"White, GA",903.8
"White, IL",1268.8
"White, IN",1138.6
"White, TN",1145.5
"Whiteside, IL",1260.4
"Whitfield, GA",1175.9
"Whitley, IN",1034.8
"Whitley, KY",1636.6
"Whitman, WA",1008.4
"Wibaux, MT",909.7
"Wichita, KS",833.1
"Wichita, TX",1110.3
"Wicomico, MD",1440.9
"Wilbarger, TX",1120.3
"Wilcox, AL",1630.8
"Wilcox, GA",1063.3
"Wilkes, GA",1149.5
"Wilkes, NC",967.2
"Wilkin, MN",1046.0
"Wilkinson, GA",1416.0
"Wilkinson, MS",1306.9
"Will, IL",1067.9
"Willacy, TX",866.6
"Williams, ND",1035.6
"Williams, OH",1187.9
"Williamsburg, SC",883.6
"Williamson, IL",980.3
"Williamson, TN",992.8
"Williamson, TX",801.2
"Wilson, KS",1233.2
"Wilson, NC",1130.0
"Wilson, TN",1012.9
"Wilson, TX",1073.0
"Windham, CT",1076.9
"Windham, VT",947.6
"Windsor, VT",931.0
"Winkler, TX",1336.4
"Winn, LA",1640.0
"Winnebago, IA",1106.7
"Winnebago, IL",1115.4
"Winnebago, WI",876.6
"Winneshiek, IA",1002.8
"Winona, MN",968.9
"Winston, AL",1320.5
"Winston, MS",1284.7
"Wirt, WV",1234.4
"Wise, TX",1245.1
"Wise, VA",1296.5
"Wolfe, KY",1924.3
"Wood, OH",1409.1
"Wood, TX",1281.7
"Wood, WI",958.9
"Wood, WV",1271.2
"Woodbury, IA",1041.5
"Woodford, IL",1062.1
"Woodford, KY",999.5
"Woodruff, AR",1418.6
"Woods, OK",1321.8
"Woodson, KS",1201.6
"Woodward, OK",1392.5
"Worcester, MA",964.1
"Worcester, MD",1154.0
"Worth, GA",952.9
"Worth, IA",952.5
"Worth, MO",1231.2
"Wright, IA",1243.4
"Wright, MN",864.9
"Wright, MO",1688.4
"Wyandot, OH",1247.2
"Wyandotte, KS",1065.5
"Wyoming, NY",1142.7
"Wyoming, PA",1339.1
"Wyoming, WV",1362.8
"Wythe, VA",1267.6
"Yadkin, NC",950.5
"Yakima, WA",1240.0
"Yalobusha, MS",1851.5
"Yamhill, OR",937.6
"Yancey, NC",1022.2
"Yankton, SD",1048.2
"Yates, NY",986.3
"Yavapai, AZ",873.4
"Yazoo, MS",1048.5
"Yell, AR",1430.1
"Yellow Medicine, MN",909.1
"Yellowstone, MT",1061.6
"Yoakum, TX",1338.8
"Yolo, CA",857.2
"York, ME",870.5
"York, NE",1079.4
"York, PA",967.4
"York, SC",901.4
"York, VA",811.4
"Young, TX",1426.8
"Yuba, CA",1138.4
"Yuma, AZ",842.6
"Yuma, CO",817.0
"Zapata, TX",859.1
"Zavala, TX",1316.1
"Ziebach, SD",896.5
